"","date","symbol","exdate","cp_flag","strike_price","best_bid","best_offer","volume","open_interest","impl_volatility"
"50","2026-02-18","SPY",2026-02-18,"C",700,0,0.01,456,7308,0.148446015625
"51","2026-02-18","SPY",2026-02-18,"C",701,0,0.01,33,1884,0.1601646484375
"52","2026-02-18","SPY",2026-02-18,"C",702,0,0.01,14,2022,0.1679770703125
"53","2026-02-18","SPY",2026-02-18,"C",703,0,0.01,21,1890,0.179695703125
"54","2026-02-18","SPY",2026-02-18,"C",704,0,0.01,13,1915,0.187508125
"55","2026-02-18","SPY",2026-02-18,"C",705,0,0.01,14,10165,0.195320546875
"56","2026-02-18","SPY",2026-02-18,"C",706,0,0.01,1,1765,0.2070391796875
"57","2026-02-18","SPY",2026-02-18,"C",707,0,0.01,9,3427,0.2148516015625
"58","2026-02-18","SPY",2026-02-18,"C",708,0,0.01,12,2362,0.2226640234375
"59","2026-02-18","SPY",2026-02-18,"C",709,0,0.01,20,834,0.23438265625
"60","2026-02-18","SPY",2026-02-18,"C",710,0,0.01,37,878,0.242195078125
"61","2026-02-18","SPY",2026-02-18,"C",711,0,0.01,6,1531,0.2500075
"62","2026-02-18","SPY",2026-02-18,"C",712,0,0.01,4,8020,0.257819921875
"63","2026-02-18","SPY",2026-02-18,"C",713,0,0.01,1815,1595,0.2695385546875
"64","2026-02-18","SPY",2026-02-18,"C",714,0,0.01,26,111,0.2773509765625
"65","2026-02-18","SPY",2026-02-18,"C",715,0,0.01,794,981,0.289069609375
"66","2026-02-18","SPY",2026-02-18,"C",716,0,0.01,45,108,0.29688203125
"67","2026-02-18","SPY",2026-02-18,"C",717,0,0.01,4,493,0.304694453125
"68","2026-02-18","SPY",2026-02-18,"C",718,0,0.01,244,374,0.312506875
"69","2026-02-18","SPY",2026-02-18,"C",720,0,0.01,13,1261,0.32813171875
"70","2026-02-18","SPY",2026-02-18,"C",725,0,0.01,46,670,0.37500625
"71","2026-02-18","SPY",2026-02-18,"C",730,0,0.01,11,495,0.414068359375
"72","2026-02-18","SPY",2026-02-18,"C",735,0,0.01,59,60,0.45313046875
"73","2026-02-18","SPY",2026-02-18,"C",740,0,0.01,42,162,0.500005
"75","2026-02-18","SPY",2026-02-18,"C",750,0,0.01,7,8,0.54687953125
"76","2026-02-18","SPY",2026-02-18,"C",760,0,0.01,2,2,0.62500375
"79","2026-02-18","SPY",2026-02-18,"C",790,0,0.01,12,12,0.82812671875
"80","2026-02-18","SPY",2026-02-18,"C",795,0,0.01,64,64,0.85937640625
"82","2026-02-18","SPY",2026-02-18,"P",500,0,0.01,1,72,1.78125109375
"87","2026-02-18","SPY",2026-02-18,"P",530,0,0.01,2,17,1.46875265625
"88","2026-02-18","SPY",2026-02-18,"P",535,0,0.01,3,157,1.4375028125
"89","2026-02-18","SPY",2026-02-18,"P",540,0,0.01,85,105,1.375003125
"91","2026-02-18","SPY",2026-02-18,"P",550,0,0.01,25,136,1.28125359375
"92","2026-02-18","SPY",2026-02-18,"P",555,0,0.01,1,224,1.21875390625
"93","2026-02-18","SPY",2026-02-18,"P",560,0,0.01,133,171,1.1875040625
"94","2026-02-18","SPY",2026-02-18,"P",565,0,0.01,13,152,1.125004375
"95","2026-02-18","SPY",2026-02-18,"P",570,0,0.01,12,141,1.09375453125
"96","2026-02-18","SPY",2026-02-18,"P",575,0,0.01,33,162,1.03125484375
"97","2026-02-18","SPY",2026-02-18,"P",580,0,0.01,25,41,0.98437515625
"98","2026-02-18","SPY",2026-02-18,"P",585,0,0.01,183,403,0.937500625
"99","2026-02-18","SPY",2026-02-18,"P",590,0,0.01,32,224,0.9062509375
"100","2026-02-18","SPY",2026-02-18,"P",595,0,0.01,36,188,0.8437515625
"101","2026-02-18","SPY",2026-02-18,"P",600,0,0.01,152,907,0.812501875
"102","2026-02-18","SPY",2026-02-18,"P",605,0,0.01,6,628,0.7500025
"103","2026-02-18","SPY",2026-02-18,"P",610,0,0.01,331,686,0.7187528125
"104","2026-02-18","SPY",2026-02-18,"P",615,0,0.01,150,7170,0.6562534375
"105","2026-02-18","SPY",2026-02-18,"P",620,0,0.01,865,1180,0.62500375
"106","2026-02-18","SPY",2026-02-18,"P",625,0,0.01,691,1150,0.57812921875
"107","2026-02-18","SPY",2026-02-18,"P",630,0,0.01,7,1441,0.5312546875
"108","2026-02-18","SPY",2026-02-18,"P",635,0,0.01,49,1212,0.51562984375
"109","2026-02-18","SPY",2026-02-18,"P",640,0,0.01,1,2058,0.4687553125
"110","2026-02-18","SPY",2026-02-18,"P",645,0,0.01,30,17452,0.42188078125
"111","2026-02-18","SPY",2026-02-18,"P",650,0,0.01,109,7630,0.3711000390625
"112","2026-02-18","SPY",2026-02-18,"P",655,0,0.01,419,6970,0.320319296875
"113","2026-02-18","SPY",2026-02-18,"P",660,0,0.01,3741,4742,0.273444765625
"114","2026-02-18","SPY",2026-02-18,"P",661,0,0.01,2616,1740,0.26563234375
"115","2026-02-18","SPY",2026-02-18,"P",662,0,0.01,3428,1483,0.257819921875
"116","2026-02-18","SPY",2026-02-18,"P",663,0,0.01,4066,3340,0.2461012890625
"117","2026-02-18","SPY",2026-02-18,"P",664,0,0.01,2221,2708,0.23438265625
"118","2026-02-18","SPY",2026-02-18,"P",665,0,0.01,8138,6195,0.226570234375
"119","2026-02-18","SPY",2026-02-18,"P",666,0,0.01,2005,13016,0.2187578125
"120","2026-02-18","SPY",2026-02-18,"P",667,0,0.01,5536,3823,0.2070391796875
"121","2026-02-18","SPY",2026-02-18,"P",668,0.01,0.02,7616,3046,0.2148516015625
"122","2026-02-18","SPY",2026-02-18,"P",669,0,0.01,12362,4617,0.187508125
"123","2026-02-18","SPY",2026-02-18,"P",670,0,0.01,13876,10656,0.179695703125
"124","2026-02-18","SPY",2026-02-18,"P",671,0,0.01,13187,3506,0.1679770703125
"125","2026-02-18","SPY",2026-02-18,"P",672,0,0.01,12256,4548,0.15821154296875
"126","2026-02-18","SPY",2026-02-18,"P",673,0,0.01,23897,3432,0.148446015625
"127","2026-02-18","SPY",2026-02-18,"P",674,0,0.01,23264,2970,0.1367273828125
"128","2026-02-18","SPY",2026-02-18,"P",675,0,0.01,32266,13275,0.1289149609375
"129","2026-02-18","SPY",2026-02-18,"P",676,0,0.01,29998,4447,0.117196328125
"130","2026-02-18","SPY",2026-02-18,"P",677,0,0.01,27159,5456,0.10743080078125
"131","2026-02-18","SPY",2026-02-18,"P",678,0,0.01,47678,4694,0.0976652734375
"132","2026-02-18","SPY",2026-02-18,"P",679,0,0.01,55735,2759,0.085946640625
"133","2026-02-18","SPY",2026-02-18,"P",680,0.01,0.02,144801,7967,0.08399353515625
"134","2026-02-18","SPY",2026-02-18,"P",681,0.01,0.02,145778,4548,0.07227490234375
"135","2026-02-18","SPY",2026-02-18,"P",682,0.01,0.02,143585,6386,0.06055626953125
"136","2026-02-18","SPY",2026-02-18,"P",683,0.01,0.02,229904,3126,0.04883763671875
"137","2026-02-18","SPY",2026-02-18,"P",684,0.01,0.02,342964,3039,0.036142451171875
"138","2026-02-18","SPY",2026-02-18,"P",685,0.02,0.03,436775,2601,0.0249120947265625
"139","2026-02-18","SPY",2026-02-18,"P",686,0.2,0.21,393320,963,0.023447265625
"140","2026-02-18","SPY",2026-02-18,"P",687,0.99,1.09,452778,892,0.0471286694335937
"141","2026-02-18","SPY",2026-02-18,"P",688,1.99,2.03,490425,3119,0.0653169641113281
"142","2026-02-18","SPY",2026-02-18,"P",689,2.88,3,162009,1397,0.0822845678710938
"143","2026-02-18","SPY",2026-02-18,"P",690,3.88,4.07,56006,3276,0.108651491699219
"144","2026-02-18","SPY",2026-02-18,"P",691,4.87,5,11390,537,0.118417019042969
"145","2026-02-18","SPY",2026-02-18,"P",692,5.87,6,4746,52,0.135262553710938
"146","2026-02-18","SPY",2026-02-18,"P",693,6.91,7,1579,25,0.151375673828125
"147","2026-02-18","SPY",2026-02-18,"P",694,7.82,7.99,345,16,0.165779826660156
"148","2026-02-18","SPY",2026-02-18,"P",695,8.87,8.99,1110,92,0.181160532226562
"149","2026-02-18","SPY",2026-02-18,"P",696,9.97,10.07,190,3,0.209724699707031
"150","2026-02-18","SPY",2026-02-18,"P",697,10.87,11.07,400,10,0.225105405273437
"151","2026-02-18","SPY",2026-02-18,"P",698,11.9,12.02,58,5,0.231452998046875
"152","2026-02-18","SPY",2026-02-18,"P",699,12.87,13.08,9,20,0.257087507324219
"153","2026-02-18","SPY",2026-02-18,"P",700,13.78,14.12,92,4,0.279059943847656
"154","2026-02-18","SPY",2026-02-18,"P",701,14.82,15.19,13,11,0.305915144042969
"155","2026-02-18","SPY",2026-02-18,"P",702,15.76,16.12,1,0,0.3086006640625
"156","2026-02-18","SPY",2026-02-18,"P",703,16.76,17.12,634,0,0.323248955078125
"157","2026-02-18","SPY",2026-02-18,"P",704,17.76,18.12,8,0,0.337408969726563
"158","2026-02-18","SPY",2026-02-18,"P",705,18.74,19.1,30,0,0.3476627734375
"159","2026-02-18","SPY",2026-02-18,"P",706,19.76,20.12,2,0,0.365728999023437
"160","2026-02-18","SPY",2026-02-18,"P",707,20.76,21.12,6,0,0.379889013671875
"161","2026-02-18","SPY",2026-02-18,"P",708,21.76,22.12,8,0,0.393560751953125
"162","2026-02-18","SPY",2026-02-18,"P",709,22.76,23.12,8,0,0.407232490234375
"163","2026-02-18","SPY",2026-02-18,"P",710,23.76,24.12,30,0,0.420904228515625
"170","2026-02-18","SPY",2026-02-18,"P",730,42.53,45.32,2,0,0.60351958984375
"173","2026-02-18","SPY",2026-02-19,"C",640,44.74,47.52,10,9,0.676272768554688
"174","2026-02-18","SPY",2026-02-19,"C",645,39.77,42.54,10,1,0.620853400878906
"175","2026-02-18","SPY",2026-02-19,"C",655,29.73,32.45,7,17,0.492436716308594
"176","2026-02-18","SPY",2026-02-19,"C",660,24.77,27.57,8,12,0.444951839599609
"177","2026-02-18","SPY",2026-02-19,"C",661,23.67,26.46,12,4,0.421392504882813
"178","2026-02-18","SPY",2026-02-19,"C",662,22.67,25.46,9,5,0.409185595703125
"179","2026-02-18","SPY",2026-02-19,"C",663,21.79,24.56,3,12,0.406744213867188
"180","2026-02-18","SPY",2026-02-19,"C",664,20.76,22.24,3,9,1e-05
"181","2026-02-18","SPY",2026-02-19,"C",665,21,21.25,12,15,1e-05
"182","2026-02-18","SPY",2026-02-19,"C",666,20.11,20.26,4,7,1e-05
"183","2026-02-18","SPY",2026-02-19,"C",667,19.11,19.26,18,8,1e-05
"184","2026-02-18","SPY",2026-02-19,"C",668,18.1,18.26,20,30,1e-05
"185","2026-02-18","SPY",2026-02-19,"C",669,17.11,17.25,21,11,1e-05
"186","2026-02-18","SPY",2026-02-19,"C",670,16.1,16.31,350,88,0.1367273828125
"187","2026-02-18","SPY",2026-02-19,"C",671,15.19,15.34,39,33,0.14649291015625
"188","2026-02-18","SPY",2026-02-19,"C",672,14.19,14.35,45,124,0.141610146484375
"189","2026-02-18","SPY",2026-02-19,"C",673,13.23,13.39,35,92,0.145516357421875
"190","2026-02-18","SPY",2026-02-19,"C",674,12.3,12.45,171,446,0.148934291992187
"191","2026-02-18","SPY",2026-02-19,"C",675,11.33,11.51,281,1024,0.149178430175781
"192","2026-02-18","SPY",2026-02-19,"C",676,10.4,10.56,165,1021,0.145760495605469
"193","2026-02-18","SPY",2026-02-19,"C",677,9.52,9.61,222,461,0.140877731933594
"194","2026-02-18","SPY",2026-02-19,"C",678,8.55,8.63,225,1023,0.131844619140625
"195","2026-02-18","SPY",2026-02-19,"C",679,7.73,7.81,380,1133,0.136971520996094
"196","2026-02-18","SPY",2026-02-19,"C",680,6.88,6.95,1867,1883,0.135018415527344
"197","2026-02-18","SPY",2026-02-19,"C",681,6.07,6.12,2351,852,0.133065310058594
"198","2026-02-18","SPY",2026-02-19,"C",682,5.25,5.3,3492,1659,0.129403237304688
"199","2026-02-18","SPY",2026-02-19,"C",683,4.49,4.53,4333,1943,0.126351510009766
"200","2026-02-18","SPY",2026-02-19,"C",684,3.72,3.74,14703,2022,0.119881848144531
"201","2026-02-18","SPY",2026-02-19,"C",685,3.04,3.05,36677,4734,0.115975637207031
"202","2026-02-18","SPY",2026-02-19,"C",686,2.46,2.48,42221,2744,0.115121153564453
"203","2026-02-18","SPY",2026-02-19,"C",687,1.84,1.86,43358,2044,0.108285284423828
"204","2026-02-18","SPY",2026-02-19,"C",688,1.38,1.39,59010,3340,0.105355626220703
"205","2026-02-18","SPY",2026-02-19,"C",689,0.93,0.94,56054,2456,0.0990080334472656
"206","2026-02-18","SPY",2026-02-19,"C",690,0.62,0.63,58838,5595,0.0958342370605469
"207","2026-02-18","SPY",2026-02-19,"C",691,0.37,0.38,28029,1786,0.0913176806640625
"208","2026-02-18","SPY",2026-02-19,"C",692,0.2,0.21,31499,2389,0.0871673315429688
"209","2026-02-18","SPY",2026-02-19,"C",693,0.1,0.11,28710,3222,0.0842376733398438
"210","2026-02-18","SPY",2026-02-19,"C",694,0.05,0.06,26567,5531,0.0835052587890625
"211","2026-02-18","SPY",2026-02-19,"C",695,0.03,0.04,19786,7804,0.085946640625
"212","2026-02-18","SPY",2026-02-19,"C",696,0.01,0.02,7171,2638,0.085946640625
"213","2026-02-18","SPY",2026-02-19,"C",697,0.01,0.02,7635,2489,0.092782509765625
"214","2026-02-18","SPY",2026-02-19,"C",698,0,0.01,3115,4061,0.09180595703125
"215","2026-02-18","SPY",2026-02-19,"C",699,0,0.01,3347,6167,0.09961837890625
"216","2026-02-18","SPY",2026-02-19,"C",700,0,0.01,7322,4401,0.1054776953125
"217","2026-02-18","SPY",2026-02-19,"C",701,0,0.01,3878,2092,0.1132901171875
"218","2026-02-18","SPY",2026-02-19,"C",702,0,0.01,1421,1710,0.11914943359375
"219","2026-02-18","SPY",2026-02-19,"C",703,0,0.01,1214,3491,0.12500875
"220","2026-02-18","SPY",2026-02-19,"C",704,0,0.01,1746,2280,0.132821171875
"221","2026-02-18","SPY",2026-02-19,"C",705,0,0.01,21,1162,0.13868048828125
"222","2026-02-18","SPY",2026-02-19,"C",706,0,0.01,73,633,0.1445398046875
"223","2026-02-18","SPY",2026-02-19,"C",707,0,0.01,6,862,0.1523522265625
"224","2026-02-18","SPY",2026-02-19,"C",708,0,0.01,7,1588,0.15821154296875
"225","2026-02-18","SPY",2026-02-19,"C",709,0,0.01,4,1055,0.164070859375
"226","2026-02-18","SPY",2026-02-19,"C",710,0,0.01,15,2998,0.17188328125
"227","2026-02-18","SPY",2026-02-19,"C",711,0,0.01,44,918,0.1757894921875
"228","2026-02-18","SPY",2026-02-19,"C",712,0,0.01,12,2173,0.1836019140625
"229","2026-02-18","SPY",2026-02-19,"C",713,0,0.01,2,395,0.1914143359375
"230","2026-02-18","SPY",2026-02-19,"C",714,0,0.01,4,35,0.195320546875
"231","2026-02-18","SPY",2026-02-19,"C",715,0,0.01,1,3197,0.20313296875
"232","2026-02-18","SPY",2026-02-19,"C",720,0,0.01,19,657,0.23438265625
"233","2026-02-18","SPY",2026-02-19,"C",725,0,0.01,240,398,0.26563234375
"234","2026-02-18","SPY",2026-02-19,"C",730,0,0.01,362,432,0.2929758203125
"235","2026-02-18","SPY",2026-02-19,"C",735,0,0.01,1,89,0.320319296875
"236","2026-02-18","SPY",2026-02-19,"C",740,0,0.01,1,70,0.351568984375
"237","2026-02-18","SPY",2026-02-19,"C",750,0,0.01,25,20,0.4062559375
"238","2026-02-18","SPY",2026-02-19,"C",755,0,0.01,5,5,0.437505625
"239","2026-02-18","SPY",2026-02-19,"C",760,0,0.01,1,1,0.460942890625
"241","2026-02-18","SPY",2026-02-19,"C",790,0,0.01,51,51,0.5937540625
"243","2026-02-18","SPY",2026-02-19,"C",805,0,0.01,2,2,0.6562534375
"247","2026-02-18","SPY",2026-02-19,"C",870,0,0.01,83,83,0.937500625
"248","2026-02-18","SPY",2026-02-19,"C",875,0,0.01,66,73,0.9687503125
"249","2026-02-18","SPY",2026-02-19,"P",500,0,0.01,75,88,1.25000375
"250","2026-02-18","SPY",2026-02-19,"P",505,0,0.01,20,30,1.21875390625
"252","2026-02-18","SPY",2026-02-19,"P",515,0,0.01,192,402,1.15625421875
"253","2026-02-18","SPY",2026-02-19,"P",520,0,0.01,5,100,1.125004375
"254","2026-02-18","SPY",2026-02-19,"P",525,0,0.01,30,118,1.09375453125
"255","2026-02-18","SPY",2026-02-19,"P",530,0,0.01,2,14,1.03125484375
"256","2026-02-18","SPY",2026-02-19,"P",535,0,0.01,100,303,1.000005
"257","2026-02-18","SPY",2026-02-19,"P",540,0,0.01,323,579,0.9687503125
"258","2026-02-18","SPY",2026-02-19,"P",545,0,0.01,192,192,0.937500625
"259","2026-02-18","SPY",2026-02-19,"P",550,0,0.01,35,118,0.9062509375
"260","2026-02-18","SPY",2026-02-19,"P",555,0,0.01,56,75,0.87500125
"261","2026-02-18","SPY",2026-02-19,"P",560,0,0.01,20,75,0.8437515625
"262","2026-02-18","SPY",2026-02-19,"P",565,0,0.01,3,143,0.79687703125
"263","2026-02-18","SPY",2026-02-19,"P",570,0,0.01,302,236,0.76562734375
"264","2026-02-18","SPY",2026-02-19,"P",575,0,0.01,208,305,0.73437765625
"265","2026-02-18","SPY",2026-02-19,"P",580,0,0.01,9,553,0.70312796875
"266","2026-02-18","SPY",2026-02-19,"P",585,0,0.01,43,456,0.6562534375
"267","2026-02-18","SPY",2026-02-19,"P",590,0,0.01,15,416,0.62500375
"268","2026-02-18","SPY",2026-02-19,"P",595,0,0.01,18,355,0.5937540625
"269","2026-02-18","SPY",2026-02-19,"P",600,0,0.01,5,479,0.562504375
"270","2026-02-18","SPY",2026-02-19,"P",605,0,0.01,60,736,0.5312546875
"271","2026-02-18","SPY",2026-02-19,"P",610,0,0.01,287,273,0.500005
"272","2026-02-18","SPY",2026-02-19,"P",615,0,0.01,1,540,0.500005
"273","2026-02-18","SPY",2026-02-19,"P",620,0,0.01,89,803,0.460942890625
"274","2026-02-18","SPY",2026-02-19,"P",625,0,0.01,824,1226,0.429693203125
"275","2026-02-18","SPY",2026-02-19,"P",630,0,0.01,544,1506,0.398443515625
"276","2026-02-18","SPY",2026-02-19,"P",635,0,0.01,73,1282,0.3632876171875
"277","2026-02-18","SPY",2026-02-19,"P",640,0,0.01,5151,2325,0.32813171875
"278","2026-02-18","SPY",2026-02-19,"P",645,0,0.01,485,3870,0.29688203125
"279","2026-02-18","SPY",2026-02-19,"P",650,0.01,0.02,1693,4015,0.2812571875
"280","2026-02-18","SPY",2026-02-19,"P",655,0.01,0.02,2186,51965,0.2461012890625
"281","2026-02-18","SPY",2026-02-19,"P",660,0.02,0.03,3824,5191,0.22071091796875
"282","2026-02-18","SPY",2026-02-19,"P",661,0.02,0.03,1341,693,0.21289849609375
"283","2026-02-18","SPY",2026-02-19,"P",662,0.02,0.03,1128,991,0.20508607421875
"284","2026-02-18","SPY",2026-02-19,"P",663,0.02,0.03,808,1117,0.19727365234375
"285","2026-02-18","SPY",2026-02-19,"P",664,0.03,0.04,886,1102,0.19727365234375
"286","2026-02-18","SPY",2026-02-19,"P",665,0.03,0.04,2517,4592,0.18946123046875
"287","2026-02-18","SPY",2026-02-19,"P",666,0.04,0.05,3281,1437,0.186531572265625
"288","2026-02-18","SPY",2026-02-19,"P",667,0.05,0.06,2263,1652,0.1836019140625
"289","2026-02-18","SPY",2026-02-19,"P",668,0.06,0.07,2676,1711,0.179695703125
"290","2026-02-18","SPY",2026-02-19,"P",669,0.07,0.08,3332,1621,0.174812939453125
"291","2026-02-18","SPY",2026-02-19,"P",670,0.09,0.1,6893,6326,0.172371557617188
"292","2026-02-18","SPY",2026-02-19,"P",671,0.12,0.13,4760,2333,0.171395004882813
"293","2026-02-18","SPY",2026-02-19,"P",672,0.15,0.16,4316,1854,0.168465346679688
"294","2026-02-18","SPY",2026-02-19,"P",673,0.18,0.19,6346,3042,0.164559135742188
"295","2026-02-18","SPY",2026-02-19,"P",674,0.24,0.25,11677,1113,0.164314997558594
"296","2026-02-18","SPY",2026-02-19,"P",675,0.28,0.29,17534,6548,0.159188095703125
"297","2026-02-18","SPY",2026-02-19,"P",676,0.35,0.36,5580,2958,0.156990852050781
"298","2026-02-18","SPY",2026-02-19,"P",677,0.43,0.44,8871,1445,0.154061193847656
"299","2026-02-18","SPY",2026-02-19,"P",678,0.54,0.55,10804,2202,0.152230157470703
"300","2026-02-18","SPY",2026-02-19,"P",679,0.67,0.68,11505,1497,0.150154982910156
"301","2026-02-18","SPY",2026-02-19,"P",680,0.79,0.8,35996,5969,0.145394288330078
"302","2026-02-18","SPY",2026-02-19,"P",681,0.97,0.99,19143,1357,0.143563251953125
"303","2026-02-18","SPY",2026-02-19,"P",682,1.16,1.18,22171,1864,0.139657041015625
"304","2026-02-18","SPY",2026-02-19,"P",683,1.37,1.39,51473,1274,0.13477427734375
"305","2026-02-18","SPY",2026-02-19,"P",684,1.68,1.69,52552,750,0.132454964599609
"306","2026-02-18","SPY",2026-02-19,"P",685,1.96,1.98,65225,1238,0.127083924560547
"307","2026-02-18","SPY",2026-02-19,"P",686,2.32,2.33,45357,812,0.122018057250977
"308","2026-02-18","SPY",2026-02-19,"P",687,2.8,2.83,49902,439,0.121224608154297
"309","2026-02-18","SPY",2026-02-19,"P",688,3.3,3.33,66512,1808,0.117196328125
"310","2026-02-18","SPY",2026-02-19,"P",689,3.76,3.9,17586,679,0.113045979003906
"311","2026-02-18","SPY",2026-02-19,"P",690,4.41,4.55,8299,607,0.109261837158203
"312","2026-02-18","SPY",2026-02-19,"P",691,5.2,5.35,1539,319,0.110848735351562
"313","2026-02-18","SPY",2026-02-19,"P",692,6.02,6.17,2137,714,0.110604597167969
"314","2026-02-18","SPY",2026-02-19,"P",693,6.93,7.14,1260,702,0.120614262695313
"315","2026-02-18","SPY",2026-02-19,"P",694,7.85,8,961,986,0.118417019042969
"316","2026-02-18","SPY",2026-02-19,"P",695,8.89,9.06,984,104,0.135994968261719
"317","2026-02-18","SPY",2026-02-19,"P",696,9.86,10.13,62,11,0.154793608398438
"318","2026-02-18","SPY",2026-02-19,"P",697,10.85,11.1,81,0,0.162606030273438
"319","2026-02-18","SPY",2026-02-19,"P",698,10.57,12.18,10,1,0.182381223144531
"320","2026-02-18","SPY",2026-02-19,"P",699,11.57,14.27,360,35,0.285651674804687
"321","2026-02-18","SPY",2026-02-19,"P",700,12.57,15.27,44,0,0.299079274902344
"322","2026-02-18","SPY",2026-02-19,"P",701,13.57,16.27,19,0,0.312384805908203
"323","2026-02-18","SPY",2026-02-19,"P",702,14.57,17.27,1,0,0.325446198730469
"324","2026-02-18","SPY",2026-02-19,"P",703,15.57,18.27,15,0,0.338263453369141
"325","2026-02-18","SPY",2026-02-19,"P",704,16.57,19.27,14,0,0.350958638916016
"326","2026-02-18","SPY",2026-02-19,"P",705,17.62,20.3,2,2,0.365973137207031
"327","2026-02-18","SPY",2026-02-19,"P",706,18.55,21.3,6,0,0.378424184570312
"329","2026-02-18","SPY",2026-02-19,"P",708,20.63,23.32,29,0,0.404546970214844
"330","2026-02-18","SPY",2026-02-19,"P",710,22.57,25.32,8,0,0.428594581298828
"331","2026-02-18","SPY",2026-02-19,"P",715,27.53,30.32,1,0,0.487065676269531
"332","2026-02-18","SPY",2026-02-19,"P",720,32.52,35.32,8,0,0.543217458496094
